seed,id,task,valid,score,repair_distance,error_type,error_position,length,max_depth,max_pairing_distance,block_index,on_boundary
2025,11,dyck,True,1.0,0,,,32,8,25,,
2025,12,dyck,True,1.0,0,,,32,8,31,,
2025,13,dyck,True,1.0,0,,,32,8,31,,
2025,14,dyck,True,1.0,0,,,32,8,31,,
2025,15,dyck,True,1.0,0,,,32,8,29,,
2025,16,dyck,True,1.0,0,,,32,8,25,,
2025,17,dyck,True,1.0,0,,,32,6,25,,
2025,18,dyck,True,1.0,0,,,32,8,23,,
2025,19,dyck,True,1.0,0,,,32,8,21,,
2025,20,dyck,True,1.0,0,,,32,7,31,,
2025,21,dyck,True,1.0,0,,,32,8,31,,
2025,22,dyck,True,1.0,0,,,32,3,7,,
2025,23,dyck,True,1.0,0,,,32,6,29,,
2025,24,dyck,True,1.0,0,,,32,7,31,,
2025,25,dyck,True,1.0,0,,,32,6,27,,
2025,26,dyck,True,1.0,0,,,32,8,27,,
2025,27,dyck,True,1.0,0,,,32,8,31,,
2025,28,dyck,True,1.0,0,,,32,8,27,,
2025,29,dyck,True,1.0,0,,,32,7,25,,
2025,30,dyck,True,1.0,0,,,32,8,31,,
2025,31,dyck,True,1.0,0,,,32,8,31,,
2025,32,dyck,True,1.0,0,,,32,8,31,,
2025,33,dyck,True,1.0,0,,,32,8,31,,
2025,34,dyck,True,1.0,0,,,32,8,31,,
2025,35,dyck,True,1.0,0,,,32,4,23,,
2025,36,dyck,True,1.0,0,,,32,8,31,,
2025,37,dyck,True,1.0,0,,,32,8,31,,
2025,38,dyck,True,1.0,0,,,32,8,31,,
2025,39,dyck,True,1.0,0,,,32,8,29,,
2025,40,dyck,True,1.0,0,,,32,7,23,,
2025,41,dyck,True,1.0,0,,,32,8,31,,
2025,42,dyck,True,1.0,0,,,32,7,31,,
2025,43,dyck,True,1.0,0,,,32,6,27,,
2025,44,dyck,True,1.0,0,,,32,8,29,,
2025,45,dyck,True,1.0,0,,,32,8,19,,
2025,46,dyck,True,1.0,0,,,32,5,13,,
2025,47,dyck,True,1.0,0,,,32,7,23,,
2025,48,dyck,True,1.0,0,,,32,7,31,,
2025,49,dyck,True,1.0,0,,,32,8,31,,
2025,50,dyck,True,1.0,0,,,32,8,31,,
2025,51,dyck,True,1.0,0,,,32,8,31,,
2025,52,dyck,True,1.0,0,,,32,5,17,,
2025,53,dyck,True,1.0,0,,,32,8,23,,
2025,54,dyck,False,0.0,1,unclosed,224,32,8,27,,
2025,55,dyck,True,1.0,0,,,32,8,29,,
2025,56,dyck,True,1.0,0,,,32,6,21,,
2025,57,dyck,True,1.0,0,,,32,8,27,,
2025,58,dyck,True,1.0,0,,,32,4,17,,
2025,59,dyck,True,1.0,0,,,32,8,25,,
2025,60,dyck,True,1.0,0,,,32,7,25,,
2025,61,dyck,True,1.0,0,,,32,8,27,,
2025,62,dyck,True,1.0,0,,,32,8,27,,
2025,63,dyck,True,1.0,0,,,32,8,31,,
